From,To,Route,Summer_2022,Winter_2022_23,Summer_2023,Winter_2023_24,Latitude_Start,Longitude_Start,Country_Start,LandPart_Start,Distance_to_coastline_Start,GDP_per_capita_2021_Start,Population_50km_Start,Latitude_End,Longitude_End,Country_End,LandPart_End,Distance_to_coastline_End,GDP_per_capita_2021_End,Population_50km_End,Alternative_available,Immigrants_in_End_from_Start,Immigrants_in_Start_from_End,Route_distance,Tourist_Atractiveness,Economic_Atractiveness,Family_travel_Atractiveness,Latitude_min,GDP_per_capita_2021_min,GDP_per_capita_2021_max,Distance_to_coastline_min,Population_50km_max,Population_50km_min,Both_Summers,Both_Winters,Both_Summers_weekly,Both_Winters_weekly
Memmingen (FMM),Krakow (KRK),Memmingen (FMM) - Krakow (KRK),0,0,62,44,47.988609,10.239444,Germany,1,328.8717369,40600,1352283.594,50.077728,19.78483,Poland,1,453.0006045,11200,2514042.449,1,101000,2142000,733.8579988,0.332521347,0.121091686,0.546386967,47.988609,11200,40600,47.988609,2514042.449,1352283.594,62,44,0.96875,1.1
Palma de Mallorca (PMI),Luxembourg (LUX),Palma de Mallorca (PMI) - Luxembourg (LUX),121,0,124,0,39.55167,2.738808,Spain,5,2.485606237,26600,906926.6876,49.623329,6.204444,Luxembourg,1,224.9007087,113100,1665552.907,0,6000,2000,1154.056782,0.635824681,0.361403685,0.002771634,39.55167,26600,113100,39.55167,1665552.907,906926.6876,245,0,3.828125,0
Luxembourg (LUX),Palma de Mallorca (PMI),Luxembourg (LUX) - Palma de Mallorca (PMI),121,0,124,0,49.623329,6.204444,Luxembourg,1,224.9007087,113100,1665552.907,39.55167,2.738808,Spain,5,2.485606237,26600,906926.6876,0,2000,6000,1154.056782,0.635824681,0.361403685,0.002771634,39.55167,26600,113100,39.55167,1665552.907,906926.6876,245,0,3.828125,0
Bordeaux (BOD),Lisbon (LIS),Bordeaux (BOD) - Lisbon (LIS),90,59,92,65,44.828609,-0.71527,France,1,22.18719057,36600,1427658.783,38.781311,-9.13591,Portugal,1,3.733408445,26700,3231242.488,1,104000,640000,969.3064133,0.560408446,0.184743281,0.254848273,38.781311,26700,36600,38.781311,3231242.488,1427658.783,182,124,2.84375,3.1
Tangier (TNG),Toulouse (TLS),Tangier (TNG) - Toulouse (TLS),62,40,61,43,35.72691,-5.91688,Morocco,8,2.775090602,3300,1511591.978,43.628101,1.367263,France,1,25.93160315,40700,1606861.748,0,1060000,38000,1077.536214,0.551595706,0.122003114,0.32640118,35.72691,3300,40700,35.72691,1606861.748,1511591.978,123,83,1.921875,2.075
Zagreb (ZAG),Malmo (MMX),Zagreb (ZAG) - Malmo (MMX),82,0,118,0,45.742931,16.068769,Croatia,1,118.1297986,12600,1407776.53,55.53019,13.37163,Sweden,1,18.07268054,44700,959819.807,1,11000,1000,1105.852603,0.77047291,0.223645803,0.005881287,45.742931,12600,44700,45.742931,1407776.53,959819.807,200,0,3.125,0
Malmo (MMX),Zagreb (ZAG),Malmo (MMX) - Zagreb (ZAG),82,0,118,0,55.53019,13.37163,Sweden,1,18.07268054,44700,959819.807,45.742931,16.068769,Croatia,1,118.1297986,12600,1407776.53,1,1000,11000,1105.852603,0.77047291,0.223645803,0.005881287,45.742931,12600,44700,45.742931,1407776.53,959819.807,200,0,3.125,0
Valencia (VLC),Hamburg (HAM),Valencia (VLC) - Hamburg (HAM),66,0,52,0,39.489311,-0.48162,Spain,1,13.2933215,23700,2240515.048,53.630379,9.988228,Germany,1,22.48621054,71000,3485320.682,1,186000,201000,1762.198526,0.577691455,0.2847806,0.137527946,39.489311,23700,71000,39.489311,3485320.682,2240515.048,118,0,1.84375,0
Hamburg (HAM),Valencia (VLC),Hamburg (HAM) - Valencia (VLC),66,0,52,0,53.630379,9.988228,Germany,1,22.48621054,71000,3485320.682,39.489311,-0.48162,Spain,1,13.2933215,23700,2240515.048,1,201000,186000,1762.198526,0.577691455,0.2847806,0.137527946,39.489311,23700,71000,39.489311,3485320.682,2240515.048,118,0,1.84375,0
Bordeaux (BOD),Prague (PRG),Bordeaux (BOD) - Prague (PRG),0,42,62,50,44.828609,-0.71527,France,1,22.18719057,36600,1427658.783,50.10083,14.26,Czechia,1,367.7406879,50500,2493017.796,1,4000,9000,1267.544253,0.703674343,0.290139497,0.00618616,44.828609,36600,50500,44.828609,2493017.796,1427658.783,62,92,0.96875,2.3
Prague (PRG),Bordeaux (BOD),Prague (PRG) - Bordeaux (BOD),0,42,62,50,50.10083,14.26,Czechia,1,367.7406879,50500,2493017.796,44.828609,-0.71527,France,1,22.18719057,36600,1427658.783,1,9000,4000,1267.544253,0.703674343,0.290139497,0.00618616,44.828609,36600,50500,44.828609,2493017.796,1427658.783,62,92,0.96875,2.3
Bari (BRI),Zakynthos (ZTH),Bari (BRI) - Zakynthos (ZTH),35,0,0,0,41.138527,16.760633,Italy,1,2.424452269,23400,1492259.815,37.750851,20.884251,Greece,25,1.981695789,17100,124626.8844,0,6000,17000,517.4600038,0.850248648,0.138849954,0.010901398,37.750851,17100,23400,37.750851,1492259.815,124626.8844,35,0,0.546875,0
Zakynthos (ZTH),Bari (BRI),Zakynthos (ZTH) - Bari (BRI),35,0,0,0,37.750851,20.884251,Greece,25,1.981695789,17100,124626.8844,41.138527,16.760633,Italy,1,2.424452269,23400,1492259.815,0,17000,6000,517.4600038,0.850248648,0.138849954,0.010901398,37.750851,17100,23400,37.750851,1492259.815,124626.8844,35,0,0.546875,0
Barcelona (BCN),Marrakesh (RAK),Barcelona (BCN) - Marrakesh (RAK),218,153,167,197,41.29707,2.078463,Spain,1,1.990337452,30500,5720753.864,31.60688,-8.0363,Morocco,8,131.7891718,3300,2069585.465,0,4000,786000,1406.450161,0.567981616,0.208636854,0.22338153,31.60688,3300,30500,31.60688,5720753.864,2069585.465,385,350,6.015625,8.75
Bordeaux (BOD),Agadir (AGA),Bordeaux (BOD) - Agadir (AGA),61,45,62,47,44.828609,-0.71527,France,1,22.18719057,36600,1427658.783,30.324989,-9.41306,Morocco,8,18.93186365,3300,2002118.771,0,38000,1060000,1785.114397,0.575129908,0.117635728,0.307234363,30.324989,3300,36600,30.324989,2002118.771,1427658.783,123,92,1.921875,2.3
Marrakesh (RAK),Barcelona (BCN),Marrakesh (RAK) - Barcelona (BCN),217,154,168,198,31.60688,-8.0363,Morocco,8,131.7891718,3300,2069585.465,41.29707,2.078463,Spain,1,1.990337452,30500,5720753.864,0,786000,4000,1406.450161,0.567981616,0.208636854,0.22338153,31.60688,3300,30500,31.60688,5720753.864,2069585.465,385,352,6.015625,8.8
Bologna (BLQ),Manchester (MAN),Bologna (BLQ) - Manchester (MAN),120,41,102,48,44.535439,11.28866,Italy,1,77.26361694,42600,2154058.614,53.353741,-2.27495,United Kingdom,2,22.87889375,53214,6629384.467,0,254000,67000,1391.03517,0.509031533,0.370163541,0.120804927,44.535439,42600,53214,44.535439,6629384.467,2154058.614,222,89,3.46875,2.225
Manchester (MAN),Bologna (BLQ),Manchester (MAN) - Bologna (BLQ),121,41,103,48,53.353741,-2.27495,United Kingdom,2,22.87889375,53214,6629384.467,44.535439,11.28866,Italy,1,77.26361694,42600,2154058.614,0,67000,254000,1391.03517,0.509031533,0.370163541,0.120804927,44.535439,42600,53214,44.535439,6629384.467,2154058.614,224,89,3.5,2.225
Alghero (AHO),Milan (BGY),Alghero (AHO) - Milan (BGY),309,120,304,136,40.63213,8.290772,Algeria,8,2.764320757,22800,297499.3743,45.668304,9.704209,Italy,1,151.3609256,35900,5857791.668,0,22000,1000,572.2511395,0.661769724,0.329034865,0.009195411,40.63213,22800,35900,40.63213,5857791.668,297499.3743,613,256,9.578125,6.4
Agadir (AGA),Bordeaux (BOD),Agadir (AGA) - Bordeaux (BOD),61,45,62,47,30.324989,-9.41306,Morocco,8,18.93186365,3300,2002118.771,44.828609,-0.71527,France,1,22.18719057,36600,1427658.783,0,1060000,38000,1785.114397,0.575129908,0.117635728,0.307234363,30.324989,3300,36600,30.324989,2002118.771,1427658.783,123,92,1.921875,2.3
Bordeaux (BOD),Faro (FAO),Bordeaux (BOD) - Faro (FAO),104,45,122,0,44.828609,-0.71527,France,1,22.18719057,36600,1427658.783,37.015244,-7.971661,Portugal,1,0.844118177,21900,331621.4816,1,104000,640000,1061.62565,0.608441708,0.128893728,0.262664564,37.015244,21900,36600,37.015244,1427658.783,331621.4816,226,45,3.53125,1.125
Porto (OPO),Marseille (MRS),Porto (OPO) - Marseille (MRS),245,188,289,211,41.248051,-8.68138,Portugal,1,3.644933956,20200,2816726.104,43.436661,5.215,France,1,10.62555909,46200,2000936.043,1,640000,104000,1167.623509,0.545988447,0.196020231,0.257991322,41.248051,20200,46200,41.248051,2816726.104,2000936.043,534,399,8.34375,9.975
Marseille (MRS),Porto (OPO),Marseille (MRS) - Porto (OPO),30,182,215,152,43.436661,5.215,France,1,10.62555909,46200,2000936.043,41.248051,-8.68138,Portugal,1,3.644933956,20200,2816726.104,1,104000,640000,1167.623509,0.545988447,0.196020231,0.257991322,41.248051,20200,46200,41.248051,2816726.104,2000936.043,245,334,3.828125,8.35
Genoa (GOA),Malta (MLA),Genoa (GOA) - Malta (MLA),62,0,0,0,44.41333,8.8375,Italy,1,0.16122204,35400,1122406.592,35.857491,14.4775,Malta,6,2.940172648,30600,515358.0002,0,5000,2000,1065.924369,0.838155403,0.158927715,0.002916882,35.857491,30600,35400,35.857491,1122406.592,515358.0002,62,0,0.96875,0
Malta (MLA),Genoa (GOA),Malta (MLA) - Genoa (GOA),62,0,0,0,35.857491,14.4775,Malta,6,2.940172648,30600,515358.0002,44.41333,8.8375,Italy,1,0.16122204,35400,1122406.592,0,2000,5000,1065.924369,0.838155403,0.158927715,0.002916882,35.857491,30600,35400,35.857491,1122406.592,515358.0002,62,0,0.96875,0
Manchester (MAN),Lisbon (LIS),Manchester (MAN) - Lisbon (LIS),127,104,92,172,53.353741,-2.27495,United Kingdom,2,22.87889375,53214,6629384.467,38.781311,-9.13591,Portugal,1,3.733408445,26700,3231242.488,0,21000,142000,1704.680963,0.588482821,0.353167696,0.058349483,38.781311,26700,53214,38.781311,6629384.467,3231242.488,219,276,3.421875,6.9
Lisbon (LIS),Manchester (MAN),Lisbon (LIS) - Manchester (MAN),124,104,123,216,38.781311,-9.13591,Portugal,1,3.733408445,26700,3231242.488,53.353741,-2.27495,United Kingdom,2,22.87889375,53214,6629384.467,0,142000,21000,1704.680963,0.588482821,0.353167696,0.058349483,38.781311,26700,53214,38.781311,6629384.467,3231242.488,247,320,3.859375,8
Milan (BGY),Alghero (AHO),Milan (BGY) - Alghero (AHO),309,120,303,136,45.668304,9.704209,Italy,1,151.3609256,35900,5857791.668,40.63213,8.290772,Algeria,8,2.764320757,22800,297499.3743,0,1000,22000,572.2511395,0.661769724,0.329034865,0.009195411,40.63213,22800,35900,40.63213,5857791.668,297499.3743,612,256,9.5625,6.4
Valencia (VLC),Cologne (CGN),Valencia (VLC) - Cologne (CGN),115,76,132,77,39.489311,-0.48162,Spain,1,13.2933215,23700,2240515.048,50.866001,7.143,Germany,1,210.1430098,62600,5704897.484,1,186000,201000,1398.923566,0.547185524,0.322548915,0.130265561,39.489311,23700,62600,39.489311,5704897.484,2240515.048,247,153,3.859375,3.825
Cologne (CGN),Valencia (VLC),Cologne (CGN) - Valencia (VLC),114,76,132,77,50.866001,7.143,Germany,1,210.1430098,62600,5704897.484,39.489311,-0.48162,Spain,1,13.2933215,23700,2240515.048,1,201000,186000,1398.923566,0.547185524,0.322548915,0.130265561,39.489311,23700,62600,39.489311,5704897.484,2240515.048,246,153,3.84375,3.825
Paris (BVA),Valencia (VLC),Paris (BVA) - Valencia (VLC),62,42,61,64,49.453465,2.115138,France,1,85.79422426,27300,1281492.573,39.489311,-0.48162,Spain,1,13.2933215,23700,2240515.048,1,221000,282000,1128.080107,0.647892933,0.151514577,0.20059249,39.489311,23700,27300,39.489311,2240515.048,1281492.573,123,106,1.921875,2.65
Valencia (VLC),Turin (TRN),Valencia (VLC) - Turin (TRN),102,41,138,48,39.489311,-0.48162,Spain,1,13.2933215,23700,2240515.048,45.20076,7.649631,Italy,1,118.2986022,34300,2418805.979,1,35000,154000,922.0856209,0.719396246,0.197190757,0.083412997,39.489311,23700,34300,39.489311,2418805.979,2240515.048,240,89,3.75,2.225
Turin (TRN),Valencia (VLC),Turin (TRN) - Valencia (VLC),102,41,138,48,45.20076,7.649631,Italy,1,118.2986022,34300,2418805.979,39.489311,-0.48162,Spain,1,13.2933215,23700,2240515.048,1,154000,35000,922.0856209,0.719396246,0.197190757,0.083412997,39.489311,23700,34300,39.489311,2418805.979,2240515.048,240,89,3.75,2.225
Milan (BGY),Faro (FAO),Milan (BGY) - Faro (FAO),124,46,195,82,45.668304,9.704209,Italy,1,151.3609256,35900,5857791.668,37.015244,-7.971661,Portugal,1,0.844118177,21900,331621.4816,1,3000,7000,1757.586752,0.683704708,0.312720055,0.003575237,37.015244,21900,35900,37.015244,5857791.668,331621.4816,319,128,4.984375,3.2
Faro (FAO),Bordeaux (BOD),Faro (FAO) - Bordeaux (BOD),104,45,122,0,37.015244,-7.971661,Portugal,1,0.844118177,21900,331621.4816,44.828609,-0.71527,France,1,22.18719057,36600,1427658.783,1,640000,104000,1061.62565,0.608441708,0.128893728,0.262664564,37.015244,21900,36600,37.015244,1427658.783,331621.4816,226,45,3.53125,1.125
Milan (BGY),Catania (CTA),Milan (BGY) - Catania (CTA),651,295,629,426,45.668304,9.704209,Italy,1,151.3609256,35900,5857791.668,37.466782,15.0664,Italy,9,1.699468363,19500,1331539.552,0,0,5000,1015.810077,0.68434843,0.314055789,0.001595781,37.466782,19500,35900,37.466782,5857791.668,1331539.552,1280,721,20,18.025
Trapani (TPS),Milan (BGY),Trapani (TPS) - Milan (BGY),230,143,366,100,37.9114,12.48796,Italy,9,1.792792554,17000,391853.9472,45.668304,9.704209,Italy,1,151.3609256,35900,5857791.668,0,0,5000,893.7491181,0.683718407,0.314682627,0.001598966,37.9114,17000,35900,37.9114,5857791.668,391853.9472,596,243,9.3125,6.075
Milan (BGY),Trapani (TPS),Milan (BGY) - Trapani (TPS),233,143,361,100,45.668304,9.704209,Italy,1,151.3609256,35900,5857791.668,37.9114,12.48796,Italy,9,1.792792554,17000,391853.9472,0,0,5000,893.7491181,0.683718407,0.314682627,0.001598966,37.9114,17000,35900,37.9114,5857791.668,391853.9472,594,243,9.28125,6.075
Warsaw (WMI),Lisbon (LIS),Warsaw (WMI) - Lisbon (LIS),63,42,61,89,52.451111,20.651667,Poland,1,206.0903055,20900,3069285.553,38.781311,-9.13591,Portugal,1,3.733408445,26700,3231242.488,1,0,5000,2743.672293,0.7776882,0.220438298,0.001873502,38.781311,20900,26700,38.781311,3231242.488,3069285.553,124,131,1.9375,3.275
Lisbon (LIS),Warsaw (WMI),Lisbon (LIS) - Warsaw (WMI),62,41,61,88,38.781311,-9.13591,Portugal,1,3.733408445,26700,3231242.488,52.451111,20.651667,Poland,1,206.0903055,20900,3069285.553,1,0,1000,2743.672293,0.779147935,0.220852065,0,38.781311,20900,26700,38.781311,3231242.488,3069285.553,123,129,1.921875,3.225
Faro (FAO),Milan (BGY),Faro (FAO) - Milan (BGY),124,45,194,83,37.015244,-7.971661,Portugal,1,0.844118177,21900,331621.4816,45.668304,9.704209,Italy,1,151.3609256,35900,5857791.668,1,7000,3000,1757.586752,0.683704708,0.312720055,0.003575237,37.015244,21900,35900,37.015244,5857791.668,331621.4816,318,128,4.96875,3.2
Birmingham (BHX),Malaga (AGP),Birmingham (BHX) - Malaga (AGP),324,125,292,159,52.45385,-1.74802,United Kingdom,2,100.9216491,44287,5646238.751,36.679596,-4.496117,Spain,1,3.673269039,18100,1418375.925,0,303000,151000,1769.190592,0.578182179,0.2722282,0.149589621,36.679596,18100,44287,36.679596,5646238.751,1418375.925,616,284,9.625,7.1
Malaga (AGP),Birmingham (BHX),Malaga (AGP) - Birmingham (BHX),324,125,291,161,36.679596,-4.496117,Spain,1,3.673269039,18100,1418375.925,52.45385,-1.74802,United Kingdom,2,100.9216491,44287,5646238.751,0,151000,303000,1769.190592,0.578182179,0.2722282,0.149589621,36.679596,18100,44287,36.679596,5646238.751,1418375.925,615,286,9.609375,7.15
Bournemouth (BOH),Dublin (DUB),Bournemouth (BOH) - Dublin (DUB),62,41,62,0,50.779999,-1.8425,United Kingdom,2,6.604798162,31688,1907694.101,53.421379,-6.27,Ireland,3,6.540771771,140200,1919109.862,0,305000,370000,421.9101302,0.393787844,0.378874722,0.227337435,50.779999,31688,140200,50.779999,1919109.862,1907694.101,124,41,1.9375,1.025
Dublin (DUB),Bournemouth (BOH),Dublin (DUB) - Bournemouth (BOH),63,41,67,0,53.421379,-6.27,Ireland,3,6.540771771,140200,1919109.862,50.779999,-1.8425,United Kingdom,2,6.604798162,31688,1907694.101,0,370000,305000,421.9101302,0.393787844,0.378874722,0.227337435,50.779999,31688,140200,50.779999,1919109.862,1907694.101,130,41,2.03125,1.025
Valencia (VLC),Santiago (SCQ),Valencia (VLC) - Santiago (SCQ),237,138,261,169,39.489311,-0.48162,Spain,1,13.2933215,23700,2240515.048,42.896332,-8.41514,Spain,1,34.21248076,24500,658496.4057,1,0,5000,764.7291576,0.816680783,0.181304472,0.002014745,39.489311,23700,24500,39.489311,2240515.048,658496.4057,498,307,7.78125,7.675
Santiago (SCQ),Valencia (VLC),Santiago (SCQ) - Valencia (VLC),237,138,261,169,42.896332,-8.41514,Spain,1,34.21248076,24500,658496.4057,39.489311,-0.48162,Spain,1,13.2933215,23700,2240515.048,1,0,5000,764.7291576,0.816680783,0.181304472,0.002014745,39.489311,23700,24500,39.489311,2240515.048,658496.4057,498,307,7.78125,7.675
Venice (TSF),Kos (KGS),Venice (TSF) - Kos (KGS),35,0,35,0,45.648399,12.19442,Italy,1,29.2237825,35100,2976787.329,36.793331,27.09166,Greece,19,3.56553495,14500,222218.845,0,6000,17000,1585.484355,0.770302188,0.220086363,0.009611449,36.793331,14500,35100,36.793331,2976787.329,222218.845,70,0,1.09375,0
Kos (KGS),Venice (TSF),Kos (KGS) - Venice (TSF),35,0,35,0,36.793331,27.09166,Greece,19,3.56553495,14500,222218.845,45.648399,12.19442,Italy,1,29.2237825,35100,2976787.329,0,17000,6000,1585.484355,0.770302188,0.220086363,0.009611449,36.793331,14500,35100,36.793331,2976787.329,222218.845,70,0,1.09375,0
Budapest (BUD),Malta (MLA),Budapest (BUD) - Malta (MLA),120,62,138,86,47.436932,19.25559,Hungary,1,419.2527467,33000,3082992.936,35.857491,14.4775,Malta,6,2.940172648,30600,515358.0002,0,0,5000,1348.266988,0.773937392,0.224267011,0.001795597,35.857491,30600,33000,35.857491,3082992.936,515358.0002,258,148,4.03125,3.7
Malta (MLA),Budapest (BUD),Malta (MLA) - Budapest (BUD),120,62,138,86,35.857491,14.4775,Malta,6,2.940172648,30600,515358.0002,47.436932,19.25559,Hungary,1,419.2527467,33000,3082992.936,0,0,5000,1348.266988,0.773937392,0.224267011,0.001795597,35.857491,30600,33000,35.857491,3082992.936,515358.0002,258,148,4.03125,3.7
Bordeaux (BOD),Rome (CIA),Bordeaux (BOD) - Rome (CIA),0,41,0,0,44.828609,-0.71527,France,1,22.18719057,36600,1427658.783,41.799358,12.59493,Italy,1,21.80664781,38700,4528460.494,1,128000,326000,1128.103171,0.566290014,0.260024239,0.173685747,41.799358,36600,38700,41.799358,4528460.494,1427658.783,0,41,0,1.025
Milan (BGY),Naples (NAP),Milan (BGY) - Naples (NAP),830,519,710,585,45.668304,9.704209,Italy,1,151.3609256,35900,5857791.668,40.886028,14.29078,Italy,1,4.814727265,20400,4865825.823,1,0,5000,649.0683097,0.667010571,0.331305996,0.001683433,40.886028,20400,35900,40.886028,5857791.668,4865825.823,1540,1104,24.0625,27.6
Naples (NAP),Milan (BGY),Naples (NAP) - Milan (BGY),830,461,709,586,40.886028,14.29078,Italy,1,4.814727265,20400,4865825.823,45.668304,9.704209,Italy,1,151.3609256,35900,5857791.668,1,0,5000,649.0683097,0.667010571,0.331305996,0.001683433,40.886028,20400,35900,40.886028,5857791.668,4865825.823,1539,1047,24.046875,26.175
Milan (BGY),Bucharest (OTP),Milan (BGY) - Bucharest (OTP),247,186,310,230,45.668304,9.704209,Italy,1,151.3609256,35900,5857791.668,44.572159,26.102171,Romania,1,199.5842756,13300,3098146.389,1,80000,1049000,1291.584083,0.436093487,0.231783758,0.332122755,44.572159,13300,35900,44.572159,5857791.668,3098146.389,557,416,8.703125,10.4
Bucharest (OTP),Milan (BGY),Bucharest (OTP) - Milan (BGY),245,186,310,231,44.572159,26.102171,Romania,1,199.5842756,13300,3098146.389,45.668304,9.704209,Italy,1,151.3609256,35900,5857791.668,1,1049000,80000,1291.584083,0.436093487,0.231783758,0.332122755,44.572159,13300,35900,44.572159,5857791.668,3098146.389,555,417,8.671875,10.425
Milan (BGY),Palermo (PMO),Milan (BGY) - Palermo (PMO),682,362,765,471,45.668304,9.704209,Italy,1,151.3609256,35900,5857791.668,38.175949,13.09101,Italy,9,0.409275249,20200,1163738.763,0,0,5000,879.767084,0.68059985,0.317785418,0.001614732,38.175949,20200,35900,38.175949,5857791.668,1163738.763,1447,833,22.609375,20.825
Palermo (PMO),Milan (BGY),Palermo (PMO) - Milan (BGY),675,355,550,315,38.175949,13.09101,Italy,9,0.409275249,20200,1163738.763,45.668304,9.704209,Italy,1,151.3609256,35900,5857791.668,0,0,5000,879.767084,0.68059985,0.317785418,0.001614732,38.175949,20200,35900,38.175949,5857791.668,1163738.763,1225,670,19.140625,16.75
Alicante (ALC),Bristol (BRS),Alicante (ALC) - Bristol (BRS),312,124,363,158,38.282162,-0.55815,Spain,1,3.344711533,19700,1667729.768,51.38266,-2.71908,United Kingdom,2,11.8185612,35932,2976805.732,0,151000,303000,1468.170128,0.636363965,0.192486982,0.171149053,38.282162,19700,35932,38.282162,2976805.732,1667729.768,675,282,10.546875,7.05
Bristol (BRS),Alicante (ALC),Bristol (BRS) - Alicante (ALC),135,0,217,153,51.38266,-2.71908,United Kingdom,2,11.8185612,35932,2976805.732,38.282162,-0.55815,Spain,1,3.344711533,19700,1667729.768,0,303000,151000,1468.170128,0.636363965,0.192486982,0.171149053,38.282162,19700,35932,38.282162,2976805.732,1667729.768,352,153,5.5,3.825
Bordeaux (BOD),Alicante (ALC),Bordeaux (BOD) - Alicante (ALC),60,0,162,0,44.828609,-0.71527,France,1,22.18719057,36600,1427658.783,38.282162,-0.55815,Spain,1,3.344711533,19700,1667729.768,1,221000,282000,728.8929256,0.654340034,0.150640516,0.19501945,38.282162,19700,36600,38.282162,1667729.768,1427658.783,222,0,3.46875,0
Milan (BGY),Pescara (PSR),Milan (BGY) - Pescara (PSR),218,220,403,249,45.668304,9.704209,Italy,1,151.3609256,35900,5857791.668,42.431648,14.18106,Italy,1,5.320145559,25700,884828.9896,1,0,5000,507.9134714,0.65519963,0.343057227,0.001743143,42.431648,25700,35900,42.431648,5857791.668,884828.9896,621,469,9.703125,11.725
Pescara (PSR),Milan (BGY),Pescara (PSR) - Milan (BGY),0,217,301,249,42.431648,14.18106,Italy,1,5.320145559,25700,884828.9896,45.668304,9.704209,Italy,1,151.3609256,35900,5857791.668,1,0,5000,507.9134714,0.65519963,0.343057227,0.001743143,42.431648,25700,35900,42.431648,5857791.668,884828.9896,301,466,4.703125,11.65
Palma de Mallorca (PMI),Gran Canaria (LPA),Palma de Mallorca (PMI) - Gran Canaria (LPA),63,41,62,47,39.55167,2.738808,Spain,5,2.485606237,26600,906926.6876,27.931881,-15.3865,Spain,13,0.500932624,19400,865492.5941,0,0,5000,2111.553787,0.892275276,0.105999113,0.001725611,27.931881,19400,26600,27.931881,906926.6876,865492.5941,125,88,1.953125,2.2
Gran Canaria (LPA),Palma de Mallorca (PMI),Gran Canaria (LPA) - Palma de Mallorca (PMI),62,41,63,47,27.931881,-15.3865,Spain,13,0.500932624,19400,865492.5941,39.55167,2.738808,Spain,5,2.485606237,26600,906926.6876,0,0,5000,2111.553787,0.892275276,0.105999113,0.001725611,27.931881,19400,26600,27.931881,906926.6876,865492.5941,125,88,1.953125,2.2
Leeds (LBA),Girona (GRO),Leeds (LBA) - Girona (GRO),124,0,96,0,53.865891,-1.66056,United Kingdom,2,78.03333591,38817,4192858.699,41.900959,2.760547,Spain,1,23.65306031,27200,1267286.008,0,303000,151000,1371.583487,0.579636186,0.247188781,0.173175032,41.900959,27200,38817,41.900959,4192858.699,1267286.008,220,0,3.4375,0
Leeds (LBA),Palma de Mallorca (PMI),Leeds (LBA) - Palma de Mallorca (PMI),185,0,112,0,53.865891,-1.66056,United Kingdom,2,78.03333591,38817,4192858.699,39.55167,2.738808,Spain,5,2.485606237,26600,906926.6876,0,303000,151000,1627.715981,0.593556147,0.239003352,0.1674405,39.55167,26600,38817,39.55167,4192858.699,906926.6876,297,0,4.640625,0
London (STN),Malaga (AGP),London (STN) - Malaga (AGP),533,317,630,380,51.884998,0.235,United Kingdom,2,35.23390898,30698,8082506.783,36.679596,-4.496117,Spain,1,3.673269039,18100,1418375.925,0,303000,151000,1733.268375,0.552327154,0.30477254,0.142900305,36.679596,18100,30698,36.679596,8082506.783,1418375.925,1163,697,18.171875,17.425
Palma de Mallorca (PMI),Leeds (LBA),Palma de Mallorca (PMI) - Leeds (LBA),283,0,328,0,39.55167,2.738808,Spain,5,2.485606237,26600,906926.6876,53.865891,-1.66056,United Kingdom,2,78.03333591,38817,4192858.699,0,151000,303000,1627.715981,0.593556147,0.239003352,0.1674405,39.55167,26600,38817,39.55167,4192858.699,906926.6876,611,0,9.546875,0
Palma de Mallorca (PMI),Manchester (MAN),Palma de Mallorca (PMI) - Manchester (MAN),564,63,560,57,39.55167,2.738808,Spain,5,2.485606237,26600,906926.6876,53.353741,-2.27495,United Kingdom,2,22.87889375,53214,6629384.467,0,151000,303000,1582.893615,0.528345493,0.322609747,0.14904476,39.55167,26600,53214,39.55167,6629384.467,906926.6876,1124,120,17.5625,3
Madrid (MAD),London (STN),Madrid (MAD) - London (STN),656,561,624,619,40.488701,-3.57,Spain,1,297.1826755,35400,7441190.611,51.884998,0.235,United Kingdom,2,35.23390898,30698,8082506.783,0,151000,303000,1301.660067,0.51681389,0.332380088,0.150806022,40.488701,30698,35400,40.488701,8082506.783,7441190.611,1280,1180,20,29.5
Leeds (LBA),Limoges (LIG),Leeds (LBA) - Limoges (LIG),62,0,58,0,53.865891,-1.66056,United Kingdom,2,78.03333591,38817,4192858.699,45.860828,1.180278,France,1,157.8746219,30200,423085.4137,0,170000,170000,913.9788898,0.579113008,0.276122989,0.144764003,45.860828,30200,38817,45.860828,4192858.699,423085.4137,120,0,1.875,0
Limoges (LIG),Leeds (LBA),Limoges (LIG) - Leeds (LBA),61,0,58,0,45.860828,1.180278,France,1,157.8746219,30200,423085.4137,53.865891,-1.66056,United Kingdom,2,78.03333591,38817,4192858.699,0,170000,170000,913.9788898,0.579113008,0.276122989,0.144764003,45.860828,30200,38817,45.860828,4192858.699,423085.4137,119,0,1.859375,0
London (STN),Nantes (NTE),London (STN) - Nantes (NTE),149,128,242,138,51.884998,0.235,United Kingdom,2,35.23390898,30698,8082506.783,47.15694,-1.60777,France,1,31.61003543,37200,1484484.045,0,170000,170000,542.883565,0.491746612,0.380604565,0.127648823,47.15694,30698,37200,47.15694,8082506.783,1484484.045,391,266,6.109375,6.65
Nantes (NTE),London (STN),Nantes (NTE) - London (STN),149,126,242,134,47.15694,-1.60777,France,1,31.61003543,37200,1484484.045,51.884998,0.235,United Kingdom,2,35.23390898,30698,8082506.783,0,170000,170000,542.883565,0.491746612,0.380604565,0.127648823,47.15694,30698,37200,47.15694,8082506.783,1484484.045,391,260,6.109375,6.5
